video-name,f-init,n-frames,video-frames,sentences
v_oOnKQgQZOZ0,0,927,928,A water polo match is happening at an enclosed swimming pool.
v_oOu5vC3EB5E,0,65129,65085,A man wearing a yellow shirt and a man wearing a black shirt play racket ball.
v_oOURAJ7nraU,0,2790,2789,A male athlete is standing outside on a field stretching preparing himself to run.
v_ooWk0EL6I7o,0,638,637, A lady and a man kneel in a curling ring.
v_oOYaw6-b4SY,2620,123580,130721,A blurry vision shows two people in a gym with one punching and kicking the other holding gloves.
v_OoyoTLkSOuY,0,2265,2261,A woman is wearing a towel and standing next to a bath tub.
v_oP77DgsbhKQ,0,5145,5143,A man is seen kneeling down on the floor speaking to the camera.
v_opAcl-kukdU,0,5377,5389,cherleader team wearing purple uniforms are doing a choreography on the middle of a wooden court.
v_opaWopwV74I,0,203500,203494,A woman is sitting bent over and washing her laundry by hand in a bowl.
v_opCMfcAl7yw,0,6330,6327,A large group of flags is shown.
v_opGZh9nUlWA,0,4258,4257,A lady stands in a dance studio.
v_OPqqbxGKp6E,0,4163,4162,We see a person in a kitchen cooking on the stove.
v_opxLlaEPxqw,0,112930,116983,An athlete is seen standing ready holding a javelin and throwing it off into the distance.
v_oq54_GlzK6A,0,4999,4997,The first clip of the video shows the title sequence.
v_oq8DE3Cbar0,0,1433,1430,A man in a movie mask is seated by a flight of stairs.
v_OqajYZVt1Wc,0,1733,1732,A women is seen holding a thread of string in her hands and begins knitting the string with her hands.
v_OqLrsVv44MY,0,35590,38215,A woman smiling at the camera is shown scraping off her car with a scraper.
v_OqoUemFpetc,0,3312,3361,Two teams playing throwing balls to hit an opponent.
v_oqX-n2KHWAM,0,213090,213081,A man is talking as he stands in a kitchen.
v_oQ_gE5_0xyc,0,4482,4481,We see a few opening screens.
v_oQ_PwsBgozM,0,104660,162216,a lady and a young girl are in room with a Christmas tree.
v_Or7mIy83LsQ,0,3452,3540,"A teen stand on a track, then he runs and jumps long on a sand box, after the teen stands and walk."
v_inw7wXFL9dw,179,4865,5119,Various clips are shown of young people dancing and partying with one another as well as drinking and playing beer pong.
v_InwY966XXBY,0,4988,4987,people are in a camp with a lot of camels sitting on the floor.
v_Io0_nTofT7w,0,196720,196702,A row of teenaged boys are playing snare drums.
v_Io1OF2OkTWY,9,1905,1972,A man is seen speaking to the camera while holding onto a dog in a plane.
v_Io8EwPbNUbE,0,2408,2518,A video tutorial is shown of a family doing dishes at a campsite.
v_iODCh_DsGak,0,5144,5141,A man in a suit and a woman in a dress are standing in front of an audience.
v_iOgmO3MMeH4,27270,77620,104908, A woman plays piano in a room decorated with candles.
v_IoiDAHNryTk,0,1409,1408,A girl is seen climbing across a set of monkey bars followed by her waving to the camera.
v_IOmzDJjVUoQ,0,17720,17763,A little in a pink shirt is going across the monkey bars.
v_iOnlcEk50CM,0,2495,2493,A male is standing on side on a road in front of a forest with his foot on a skateboard.
v_IOoj4yWCoPg,391,1944,2383,A woman is sitting outside her home and washing her clothes in a tub filled with water and soap.
v_IoOkg-_S4cY,0,2340,2338,A gymnastic girl is performing balance beam.
v_iOpoR0UeJNg,0,1944,1943,A man and a woman talk to the camera in a newscast setting.
v_Ip1EWQCXvRM,19,3749,3903,A small group of people are seen sitting in a raft with close ups of their feet and paddles are shown.
v_iPc-u9aU_SQ,0,3944,3942,"Two men are crouched beside a car, and a third stands."
v_IpCYVZ-sMTc,110,2615,2752,A man is seen speaking to the camera while holding a ski and pointing around it in various locations.
v_IPehEfMBLM0,0,174020,174028,"A woman in blue shirt is chopping the wood, when she chopped the wood in half, she put them aside then she take another log and chopped it in half."
v_IpFsz2xc3sY,0,5905,5902,A woman is speaking to a webcam in her bedroom.
v_Iphl3YB-yYQ,0,96940,96862,A man is seen speaking to the camera and pans over to a roof that is breaking apart.
v_iPHZeElXYXU,0,5288,5285,We see a white opening screen.
v_iPiP-7UwAa4,0,6778,6811,A large group of people are seen standing on a stage while others watch on the side.
v_iPk4GeFFcTQ,0,76530,78058,An athletic man is seen running down a long track and throwing a javelin off into the distance with others measuring his throw.
v_iPPfX25MUQ0,0,3390,3388,Tourists rides camels while people pull the camels with a rope.
v_iPU4muYW14Y,0,5402,5401,A woman is standing on a wooden floor.
v_iPXyExgGD5Q,0,39080,39079,A man is shown in a bathroom choosing a toothbrush.
v_ipYVfTYZze8,80,5208,5395,A camera pans around a large snowy hill as well as people sitting on a ski lift and riding around a mountain.
v_iqe_HmjojQ8,0,257,257,A kickball player kicks the ball at home plate in a large arena.
v_iqmpDgATXbU,0,185760,185712,A woman is seen performing a belly dancing routine on a large stage with other people watching on the sides.
v_IQp6JF5v1qc,0,1862,1875,The screen opens up with an ACDC promo.
v_IqRwR1a9ia0,0,508,507,A man wearing a construction hard hat applies plaster to a wall using a hand held flat edge.
v_IQvSj-3BGPo,0,6103,6102,A man and a dog are standing in the middle of the field playing while he is holding a group of Frisbees.
v_ir759AX1EYY,13,2661,2701,Several pictures are shown of people shining shoes for others in various locations using rags and brushes on their shoes.
v_IRj0d3cLi6g,0,772,769,A young child plays a bagpipe next to an adult bagpiper.
v_Irmh66trRY4,0,7146,7145,We see the title go across the screen.
v_EY4YIa-kNgs,0,5987,5984,A young boy holds a dish scrub as he speaks.
v_eyfUkLbsixg,0,5390,5921,A woman in a red suit is talking behind a desk.
v_eypKc4FyZ2s,0,4951,4948,A boy with a gardening pot is watering her bush outside in the yard.
v_eyWerZITH1Y,0,1182,1180,A man jumps onto a balance beam.
v_ez9uLqGV7AA,0,3922,4638,A man is skateboarding down a sidewalk.
v_eZdao9O8jrw,0,227280,227238,A woman is standing in a room talking.
v_EZdnNs-5tlo,329,2963,4701,Children drives bumper cars in a carnival.
v_EzQL-i_MTdU,6,1321,1360,"A man at a professional sports event, lifts a large and heavy weight using knees, back and arm strength while a woman in a suit watches from the sidelines."
v_EZsumzBA68I,3190,123270,127705,A man is seen standing before a large fence holding a spray hose in his hand.
v_ezugU3qibVQ,0,6617,6614,"A pink screen appears that have black numbers and words that read ""handbagbuyer 82"", then hearts appear to fade out the intro screen and a smiling blonde woman wearing green appears talking straight to the camera."
v_EzX0FZI6pCg,0,111,109,A young man is standing in a netted green circular area.
v_ezx7z-kx2v4,666,1916,3330,A man is standing up and throws a rock.
v_EZZMYzY6Pug,109,862,990,There's a man demonstrating how to melt wax and coat surfaces with wax using an iron.
v_EZZzVXqxG6U,0,4803,4802,Multiple men begin to start turning their bodies as quickly as they possibly can.
v_E_6XYa_WO8I,0,3939,3938,A man starts chopping a piece of wood with an ax.
v_e_X0K2t8API,0,2467,2465,A blindfolded man swings at a pinata with a bat while others look on from nearby seats.
v_e_y8_3siD0c,7,461,473,A young child is seen standing ready before a game of hop scotch.
v_E_Z4BceegCQ,0,89350,89260,A young man in white runs on the stage dancing.
v_e__FVkfXB-U,314,3618,3930,A man is throwing a blue frisbee and a dog is chasing after it.
v_d8u6MM00_ig,0,3433,3431,A large group of people are seen wandering around an arena when a man steps up to a weight.
v_D99jYbtGO38,0,228,259,"A man throws a ball to his son, who catches it with a lacrosse stick."
v_D9A_9FH7e-A,0,168240,168180,We see an opening title screen.
v_D9DdNf-TIO8,0,53230,63337,A bird is sitting on a bar over a bath tub.
v_D9eo9NfFhkg,0,2891,2889,A bald man and a woman wearing handkerchief in her hair stand and wave next to a customized bus.
v_D9EQ6jCH0_M,35780,159970,210442,A woman is scrubbing a white chair with a yellow sponge.
v_Da9uVKDLwVY,0,238400,238354,A small collie is standing on top of a table.
v_DACWnbWrd18,0,2180,2180,A large patch of grass is shown.
v_DAd-joUpMIk,409,1998,2407,A woman is getting ready too bungee jump from a cable car.
v_dAdCETrsDQw,31,6130,6222,A small group of people are seen walking the red carpet and speaking to one another.
v_daDd48y4x0g,0,19390,19352,We see lots of plate of fancy food.
v_DaDHatB3RbM,41,1326,1392,A close up of a canoe is seen moving along the water showing a person paddling in the front.
v_dAjhBWalWRM,0,923,960,A group of people stand in front of a blackjack table.
v_Damu3T2Yy0M,0,2970,2968,Two men are seen speaking to the camera when another walks into frame laughing and walks away.
v_dAP7xalPRHo,34,1347,1394,"A person puts a garment in a pail, then he adds detergent and water."
v_daSrmaPxaZA,0,2290,2288,A set of black boots are shown on a small table along with a bottle oil and a rag in front of a woman.
v_dB4SbhaQQV8,0,22570,22519,A bunch of kids are standing on a soccer field and a girl is talking.
v_DbF6oI705UA,368,1796,2162,A lady wearing a UCA jersey is giving a tutorial on the different moves of cheer leading.
v_DBGsPnuwdnU,0,868,865,People are riding bumper cars on a brown floor.
v_dbLtukGqkhI,0,1927,1934,People are standing on a roof top looking up.
v_KlxUgvLHP7M,0,5064,5062,A large stage is seen that transitions to various angles of people performing jump roping tricks on a stage in slow motion.
v_kl_JsmJ84PI,0,91580,91546,A group of people are seen playing a game of soccer in an indoor field while a group of people watch on the sides.
v_kM6v-XN8Ixo,0,3306,3304,A man throws a frisbee on a field.
v_kM7jFLYDUy0,0,276,273,"A boy is in a bumper car, spinning around by himself."
v_kMHMdqkGRB4,6,1228,1291,A gymnast is seen standing before a large beam and putting his hands up in the air.
v_KmhzUY2ooCw,0,97390,97384,A backyard seen appears with several people outside.
v_KmJFUfqGKZA,0,6317,6578,An underwater coral reef is shown.
v_Kmk0IVi2Xu4,0,5338,5337,We see a set of drums and a man standing behind the drums talking and holding a drink.
v_kMsWDe0V1Xg,0,5725,5723,Blue lights light up a stage.
v_kmtuO9Xdp-Y,0,6207,6206,A woman plays guitar on stage.
v_kMYZWwZXx3E,9,1719,1809,A camera pans all around a fence while text is being shown across.
v_kN2ZNcn241g,0,40190,40163,A man wearing a coach shirt is standing while a female gymnast turns flips on a beam.
v_KnF56TCKPYw,0,226720,226743,A dog sniffs the feet of a man and a woman.
v_knHJztfWFrA,0,4998,4997,Two men are shown standing in a recording studio playing instruments.
v_KnHUAc20WEU,0,3993,3993,A large arena is shown with a large screen showing the athletes in the field.
v_KnI7IWbLWmE,24,4807,4854,"Two men play bagpipes, while being photographed at an outdoor military and police ceremony with a speaker at a podium surrounded by men in uniform and in front of a formally seated audience."
v_kNkYgYnJTXk,30,6039,6066,A person is seen in various shots riding around in a canoe and smiling off into the distance.
v_KNpeiKm3xyM,0,78160,78131,"There's a man sitting with the Olympics logo behind him, talking about sports."
v_knY08LrNyHg,0,5618,5617,Several shots are shown of people pushing sail boats into the water as well as riding them around one another.
v_KNzFJses9jc,45,4418,4530,A large crane is seen sitting on the ground and leads into a man using tools on a wall.
v_KoCjfxd302Q,0,121950,121915,The little boy is at the sink brushing the pot.
v_55FFh89yqVw,31,6276,6335,The credits of the clip are shown.
v_55sP2yXNFxY,0,5780,5956,A man is seen hosting a news segment that leads into him speaking with two other people.
v_55ziFpzx5oc,0,1717,1716,"Four young women and a man are on the stage, while one girl is playing the guitar."
v_56kqqlco5H0,0,3156,3152,A gymnast wearing a blue outfit climes onto the a balance beam and performs a hand stand with a split in a competition in front of a huge American flag.
v_56m7PcBuUFc,0,516,515,A girl is pushing two little boys on a backyard swing.
v_56McYSkE4uQ,0,49090,49031,A person is seen sitting behind a table solving a rubix cube while a timer records her.
v_56sQMnSUWaI,0,2865,2865,A black woman does a routine on the balance beam.
v_57cM1GcKktw,0,4017,4016,A heavy man in a blue shirt is playing the bag pipes.
v_57J-q04z1Hs,0,666,663,Two  dancers dance in the center of the floor where there aren't many people watching.
v_586OlQMU420,0,5514,5513,"A young blonde boy is shown in several still images, including several while skiing."
v_58he7Xcwfws,0,36220,36178,A weightlifter prepares for his first lift.
v_59nQKYriHQc,760,45240,50519,A woman is seen kneeling down on the floor speaking to the camera while a dog lays next to her.
v_5aMigcn2cU8,0,5875,5871,A group of two women and two men pose together.
v_5aTek77vxBA,0,1277,1301,A woman kneels outdoors on a concrete ground and rinses clothes out and washes them using a metal bucket for the rinsing and the ground as a washboard for the clothes.
v_5aUWT0CmJlc,0,2379,2376,A close up shots of a man riding around is shown and leads into him taking off part of his shows.
v_5BAvlsHfTLk,363,4048,4545,Santa Cruz Nomad Bike company is demonstrating how to install a bike.
v_5Bo0gFXxDQk,30,351,508,A person wearing a blue shirt is sitting on the floor welding.
v_5BVcwR8hEo0,0,11940,11893,A boy serves a tennis ball.
v_5BYayNkmlBo,0,898,897,A man is inside of a barn and is let out on a horse to catch a cow attached to the horse.
v_5bZ2FdbAKiQ,0,3220,3300,A gymnast is seen standing ready with her arms up and turns to face the beam.
v_5c1jHhHUwPI,0,1054,1053,pitcher throw the ball to the batter playing criquet.
v_5c1zqvr3yKM,6020,57430,80354,A woman is holding a cat onto a table.
v_vr7iD3pjmSU,0,2247,2376,"An archery competition montage video shows pitched battles taking place in fields, convention halls of hotels, indoor arenas, and warehouses."
v_vREBYOCUCj0,217,2810,3343,A man in a blue coat is standing in the snow talking.
v_vRf9sof3dwU,18,1872,1899,A woman is seen speaking to the camera in an aggressive manner and leads into her holding up a hula hoop.
v_VRiUhsafjRM,0,5937,5933,We see a person waving something.
v_vrMWYB0UuGM,0,369,495,Two individuals play squash together in an indoor court.
v_VRS48f5tj_c,0,4777,4776,A lady plays the harp and another plays the flute in an orchestra and we see the conductor and return to the flute lady.
v_vruB4ViPGuE,0,5770,18051,People are sitting on a bench.
v_vrWcBuRPDBw,298,3601,3975,A man is standing next a brown horse.
v_vSAHWgFjQAY,0,151700,158054,A man is seen dancing in a club and grabs onto a woman.
v_vSExyDlV9JA,0,1004,1001,A small group of people are seen standing on a sandy beach and leads into a game of volleyball.
v_VshQp9mHeh4,0,106860,106893,A boy runs into the shot and kicks a soccer ball.
v_Vshvpb9eecg,0,108970,108931,A woman is seen walking into frame while speaking to the camera and putting her face in cream.
v_vSpl69BWMKI,0,2481,2479,"A man in gray shirt and jeans with orange helmet is trimming the hedges, he is standing in a ladder to reach the top of the hedge and trim it, the man continue to trim the hedge."
v_VssVjdgvHrQ,23,2286,2354,A person is seen standing before a sink turning on the faucet and wetting their hands.
v_vt46wY2Q9JQ,0,1639,1638,Two men are decorating a Christmas tree.
v_vT6bb2y34UE,0,1329,1382,Two wires are seen laid across and table with a person putting a box on top.
v_VTbMcI6nw54,0,1917,1929,A man talks about coaching gymnastics.
v_VTFIAQVjHv8,0,5760,5757,A man in a grey print hoodie is standing against a wall introducing himself and then explaining that he is going to give a tutorial for some tricks.
v_Vtnn6yJqHqM,102,714,813,A pair of hands are shown playing piano.
v_VToS7Ma-V4g,0,1230,1228,The woman is positioned to take off on the race track and the man moves out of the way for her to go.
v_VTtRk9vvZoY,0,6114,6112,A stack of sticks are shown in a pile followed by a person speaking and holding up an object.
v_vtYbJD2J8Tw,0,2129,2129,A woman begins talking to the camera smiling and leads into her coming another woman's hair.
v_vu-3Zi94F0M,0,255,273,A man is seen sitting in a kayak looking to the camera.
v_vu65aIIJHtU,178,2314,3954,Cars are driving on a road.
v_VuEy38XdUgA,0,2949,2947,The video starts with several people playing shuffleboard on a shuffleboard court.
v_VufybWyvP98,0,2806,2861,There are some swimmers playing water polo in an indoor swimming pool.
v_VuGLqAda2hE,26,1743,1767,"A woman talks in a gym, then she drives a static bike."
v_vULLe2qogZU,0,8340,8281,Two people are playing a lacrosse game.
v_vUuC72xikqw,0,6341,6437,A close up of a pumpkin is seen followed by a child scouping out the middle.
v_vuXsKQKbAfE,0,6442,6440,Two men are in a pool putting on diving gear.
v_VvbWwNDHJf4,37,3524,3708,A woman is seen wearing roller blades and looking back to the camera.
v_Vvco5y9PUFM,0,381,430,A man cross a parking lot bouncing with bouncing shoes.
v_MBouLt-hXDU,0,5854,5852,"Cake chemistry explaining how to do a at home experiment, They give all the ingredients needed and begin to explain what they will be doing."
v_mBZAFJ-Q6Mw,0,5641,5639,A boy is drawing with chalk on concrete as he deals with the troubles of family life and school.
v_mc-1msYF8Xo,222,3207,3428,Various shots of plated food are shown followed by a sandwich sitting on a table and a woman holding up pans.
v_mc5XVTo5PVk,0,482,480,A female gymnast mounts a high beam in front of her coach.
v_mCdKLZGnKxk,0,1360,1800,Someone is placing a vent on the roof of a house.
v_mcDVNexy6Ps,0,1000,999,"A woman is standing in front of a christmas tree, applying a wreath."
v_MCnvxOLnbsg,0,1286,1284,A silver car is parked in the street.
v_mcS9LX_P4BA,0,4774,4773,an image of a girl with her vlog asking people to subscribe.
v_MCsGSMze_6Q,0,5162,5159,We see an opening title screen.
v_Mcutz37Bowg,0,1729,1727,A man lays out a scarf and puts some accessories in the middle of it.
v_McwVhHxdr5g,0,730,729,a little boy is riding inline skates down a driveway.
v_MDdCBN1o2sE,0,1230,1285,A camera pans all around the sky and shows a close up of a kite.
v_mDqiAEB4Ads,0,5584,5581,"A view from indoors show a nice ocean view then pans to a man on his knees on the ground as he grouts some tiles and the white words on the screen say ""INSTALLING TILES WITH DITRA""."
v_MduMjuxuIac,0,2712,2711,Men walk out on a stage clap and high five.
v_mdv8UW_871g,0,3696,3695,We see a boat pulling out of the dock.
v_mdwbRGlPn3A,0,730,729,Three men are walking with the stilts.
v_mdXSm8Yr6aU,0,120070,120054,A little girl is on a swing set next to her baby brother.
v_QjaqFPDoImc,0,406,404,A man is running through a concrete sidewalk with steps in his Kangaroo shoes.
v_qJfhu80Ldgo,150,14209,15085,A man squats down and lifts a bar of weights in a gym.
v_QjFioni0uCM,139,2446,3492,A man is standing behind a woman sitting in a chair.
v_QJKFphS_3UQ,0,2653,2835,A woman is seen speaking to the camera holding an instrument and leads into her playing the flute.
v_QJmoA3byOzo,56,5628,5682,The camera zooms in to show the car's front right wheel.
v_QJm_B5Hx4DI,0,6024,6023,An employee of the beach patrol is talking about how to have a safe day at the beach.
v_qJrJeICcevI,0,973,972,A bunch of people ride camels.
v_QJVtvcYcwac,0,206430,206386,This a video tutorial on getting box braids.
v_qJYp25ni6tg,970,187390,193202,A man is seen speaking to the camera followed by various ingredients laid out and him chopping up vegetables.
v_qkHBMmMlEr8,0,1782,1781,We see a man talking in a basketball gym.
v_qkN9uA8izVE,0,1614,1611,Two men are seen holding each other's hands and moving one to the other side arm wrestling.
v_qknJO39WUGk,0,12460,33254,A boy talks to the camera.
v_QkqsI11OtC8,0,446,442,We see a child playing hopscotch in a yard.
v_QkX8GFbwN7c,0,980,979,A man is seen creating sparks onto a metal pole while moving it along the side.
v_ql7I6qtyhBU,168,5459,5626,The screen shows company sponsors for a winter club event.
v_QLACTCzs0R0,0,47180,47144,A large group of Navy soldiers are shown on a dock playing a game of tug of war.
v_qlbuekEsXL4,0,811,808,A boy on a horse is released from a gate.
v_QLbWA54l1Sg,0,90460,94276,The two people hold out hands to begin an arm wrestling match.
v_QlCA9f1WD84,0,916,924,A painter applies plaster to a wall using a wide flat edge tool.
v_Qlh-VSBxcJs,0,6667,6665,An intro leads into a belly dancer performing a routine in front of a mirror.
v_QLJAQBUisuQ,12490,119000,146625,A man is talking to the camera.
v_rS8T1dAdiCs,0,4672,4671,A girl sits a table talking.
v_rScqKu8Mwhk,0,55260,55224,An introduction for a vacuum demo is shown on the screen.
v_rse-MW1helQ,13590,83460,129332,First the people are shown swimming backwards.
v_rSGgal9LtDk,0,6365,6359,A white Breville toaster is sitting on a counter being plugged.
v_RsHk6sq_9IY,0,3462,3458,An advertising screen appears momentarily as the video begins.
v_rsJUOsr1u3o,0,2419,2949,A man is standing over an oven cooking something in a pan.
v_rSTXxDLYxTQ,0,214740,214622,A close up of shoes are shown followed by a person holding the shoes and rubbing polish around the shoes.
v_rt1kYX3slRI,0,2088,2085,A man mounts a beam in front of a crowd.
v_rt3t2n6K_ww,0,210840,210834,"A young girl with a ponytail plays a drumkit, she appears to a trained musician."
v_RtbfdVDciWQ,0,950,952,A man wiggles his toes while seated in a room barefoot.
v_RTbvrcdPcrs,0,46740,129899,People are working out in a room.
v_Rte9HqaQ1tw,0,2427,2424,A white wall on the interior of a room is shown.
v_rteN6_HkMkI,0,3633,3631,A man is shown smoking a cigarette while walking several dogs attached to chains on his belt.
v_RTIzzeNaH2Q,0,4463,4697,A bike is being shown in the narrow walkway.
v_rtJTJ10ppRc,0,307,306,A group of people are outside at the beach playing sand volley ball.
v_RTS4mOH3cFY,0,4087,4084,A residential security video is playing and shows an empty yard and road.
v_Ru18FF0tcuA,0,1960,2116,A person is rowing at the edge of a boat.
v_ru4NMIVZqrg,0,5610,5606,A girl walks out of a room and down a hall.
v_ru7UAr2488M,0,4890,4888,hockey players are getting out the dressers to a field.
v_rua32XjJh54,0,185880,185887,We see a man throwing a curling stone.
v_RuBLAghI1vE,0,3174,3172,There are some people curling in an indoor ice rink.
v_ruHObln9mwI,0,3296,3295,We see a game of hockey being played.
v_ruHRz56XGE4,0,1308,1306,A man mows the grass around a tree.
v_RULNhPrXnfA,0,5627,5625,A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them.
v_RUv9YPd_0Zc,0,5261,5260,An introduction comes onto the screen for a presentation about auto repair.
v_rv9jW-t3mT4,0,5101,5204,An outdoor track and field meet is shown.
v_rV9RzL8o7tk,0,1000,1194,A girl wearing a white coat with hood is next to man and a woman on side of a pool table.
v_A5JcwIaP30Y,0,3750,3748,"A man is trying to balance himself on a rope, he walks on it and does a flip off."
v_a5R0qO5NynU,0,6872,7157,A woman does hula hoops outside and then in the dark alternating.
v_a5WhYgyH_C0,0,4263,4260,A man in a pink shirt is holding a cord in his hand.
v_a68k87VXX1c,0,3801,3794,A woman in a black shirt is dancing in a room.
v_A6CBFa22oJc,0,2596,2703,An add displays a web site about a business called happydogz.
v_A6DBt7UgWEg,0,6251,6249,"A spinning disc with circles of color are shown, panning out a a film reel and the words films of india."
v_a6lCnOqNaMY,0,536,947,A man is running down the track.
v_a6Wwa7qvlrA,161,4444,4604,A man holds an iron that pass on top a painting.
v_a7DEFV0_nCE,28,1834,1879,A large beach is shown as well as people standing around on the beach and looking at the sky.
v_a7oaRcmRZ5k,0,3098,3096,A boat is seen riding along the water with a man driving others around.
v_A7PBp9PDW80,11,729,765,A young boy is seen looking off into the distance as well as a girl.
v_a7QrIgqkyao,0,5409,5407,A woman is standing behind a table with several pumpkin carving kits.
v_A8q6beSMpEE,0,1737,1745,A man is holding windex near his car door.
v_a9ItMklOTyE,0,100150,100101,It looks like this is an arabic language that is being written or something.
v_a9qztQPPsJg,0,2721,2718,man is sitting in font of a table talking about how to clean a white sneaker.
v_A9TcWJnbcWs,93,105,208,There are two boys playing squash in an indoor squash court.
v_A9uBPwP7DQc,0,4828,4825,We see astronauts floating in a ship.
v_aa-bFJZmcko,190,5108,5432,Various shots of a close up of a bike and a person pointing to the bike in various spots.
v_AA1wvSZ4Mno,0,74580,78968,A camera pans all around a yard and shows two dogs on leashes.
v_AA46-AbEGdk,0,4156,4154,There's a girl gymnast dressed in shiny blue leotards performing gymnastics on a horse bar in front of many spectators in a large gymnasium.
v_aA6Bchzww4Y,0,186330,187222,A man uses a mallet to chip ice off of a car while it is snowing outside and a man videos him from behind.
v_GtYf9VsPHO0,0,2954,2952,A close up of a sandwich is shown followed by ingredients and a woman speaking to the camera.
v_gtzg66XV6E0,0,156240,156134,"a woman is in front of a table, holding a cat."
v_gU67yCVXHnQ,0,2253,2252,A girl is looking at the camera.
v_gU81ZXdYh7o,0,5090,5156,A boy in an orange shirt is standing in a room.
v_GUbKGqYKj7U,0,1253,1249,There are a lot of people at a park and some are playing while others are just watching.
v_gUFRtx51OJc,8,1522,1626,A woman is seen sitting in a doctor's office with a doctor speaking to her and the camera.
v_gusezUdYfNA,4190,129820,139553,A man is seen speaking to the camera while holding a toilet paper roll and begins blowing smoke into the roll.
v_GuzLtwhxsxA,0,3370,3367,A close up of a canoe is shown followed by a man pushing the canoe along in various areas.
v_GU_8hjy79VQ,57,547,603,A man is seen with a large pole.
v_gV6W0rAHyZg,207,2294,2959,There's a man in a white shirt standing in an open field doing a tutorial for Expert Village on how to play lacrosse.
v_GvDu_0ktsJ0,283,5127,5665,A cooker shows ingredients to make salad pasta while talking.
v_gvHcfC9snJA,0,6730,6697,A woman in a white shirt is dancing.
v_gvHQDDF7EGU,0,5183,5181,A man is seen playing a saxophone and transitions from various locations of the person playing the instrument.
v_GVmGXTEm46s,23,2231,2311,A close up of a sink is shown followed by a person rubbing it down with a rag from various angles.
v_GVn7MSMHXxk,0,56500,56556,A teen boy is running on the beach.
v_GvRPOGpObyU,47,1746,1877,Alcohol is shown being poured into a glass and leads into a woman holding up a glass and pouring ice into it.
v_GvvmZ1Bi1xk,0,679,675,We see a finger on the lens and a shoulder.
v_gwbRqyRZguM,0,25590,25555,A group of children are swinging together on a piece of equipment.
v_GwJ9DmiW8dk,0,2909,2907,A woman in a purple bodysuit and wearing a bib on her back approaches a wooden balance beam in front of a large audience who is cheering her on.
v_GWJw2jR2mTY,0,4600,4545,A man wearing a white shirt stands in a kitchen with a mop.
v_GwmpYLRpJQw,0,5108,5489,snowy mountins are shown and people is doing snowboard  going down the hill holding poles.
v_GWRqx0obKzA,155,1495,1938,A group pose smiling for the camera.
v_gWyBBQtsDhc,0,6519,6517,A woman with long hair is seen speaking to the camera while moving her arms around and smiling while she speaks.
v_KoeytdNfQ_M,0,2208,2206,A man is standing on a dark field.
v_kqVIHq94kgs,715,1200,2307,A woman mixes items together in a bowl.
v_KTk1Rh8Lgdw,0,79280,176144,"A woman puts rollers to a young lady, combing a portion of the hair and then coil on a roller."
v_KvscV2XxyTE,0,3092,3090,Gymnast Micah Ross mounts the balance beam before a celebrated audience as the crowd cheers and shouts her name.
v_K_AFdv3PKp0,0,78530,78479,A man is seen using a large sander against a wall moving the machinery all along the wall.
v_L5nqeFWufrE,117,1350,1569,There's a diver participating in an event in a large stadium in lots of spectators.
v_L9MTwigRhmk,0,5231,5230,BMX biker going down a track practicing in his lane by himself.
v_LcmTBkWvV74,0,2707,2714,A close up a girl smiling and pointing to her face is shown followed by a pair of pliers piercing her inner lip.
v_LgUCZHYBBEc,8,1554,1626,A large group of people are seen riding on horses and begin moving around.
v_lHVn-5OwXMw,0,4610,4606,man is in a big stadium waking in the field.
v_lJeJ2LFna5o,0,1064,1062,A crowd gathers watching a volleyball game.
v_lMFp8FPeDHI,0,3730,3730,A preteen boy is out in an open park filming challenges on monkey bars he points to the left.
v_LpTVTiu8oro,0,2672,2670,A shirtless man with a machete walks out into the front yard.
v_lSX_yj2ohls,0,7119,7117,Two dudes are talking silly into the camera with things wrapped around their heads.
v_Lvia-mF_Hnk,0,2283,2297,A man in welding attire welds a piece of metal to another piece of metal on camera.
v_LxwKUIJdt_4,0,2596,2595,A person is seen blow leaves around a yard using a leaf blower sitting on his back.
v_m0ZPQ8q4Qq4,0,352,352,A little girl is outside on a snowy day.
v_m3AbqJNPn-o,0,4071,4069,A young girl has her hair pulled back and glasses on as someone marks here cartilage.
v_m978SIFnHS8,0,5430,5427,Dark nights are shown with lightning flashing through the sky.
v_mbmMY04yMUA,8100,126900,134964,There is some script shown on fear of singing on stage.
v_Me3ykrZobJE,0,3195,3225,A person is seen holding a wrapped gift and begins wrapping paper around a box.
v_mfK2jcMGe1Y,0,1251,1247,A girl in a bra is standing in her bathroom and brushing her hair.
v_mhPpeG3LrUk,0,2587,2708,A girl is seen sitting outdoors and holding up a bottle of sunscreen while speaking to the camera.
v_mL7Ipu-HJ5M,0,3712,3710,A woman is in a kitchen making a tomato sauce in the kitchen.
v_mn1ozn0j7D8,0,3938,3935,We see a couple opening title screens.
v_no9vPN7D-1s,1500,148360,149834,A person in an orange protective suit and a metal black mask solders something in an industrial setting.
v_nobV1wL__iY,0,4729,4729,A gun is seen moving around several corners and hitting people in various places.
v_NogC2IkaaAI,0,435,434,A couple of sumo wrestlers are on a stage.
v_Nogr8GCIL9k,0,2959,2958,"A guy stands outside, gestures, and talks."
v_NOGtIoZbEVg,0,4084,4081,A young man sits on a bed.
v_nOJUyDGq_l0,0,5908,5905,A group of men are gathered in a circle in a room.
