video-name,f-init,n-frames,video-frames,sentences
v_KaicDn9WDUo,5461,674,6135, They bow and walk off the stage.
v_kAmDOTsp5cs,47,117,4715,"A man skip rope in a drive way, then the man jumps and skip rope."
v_kAmDOTsp5cs,1721,471,4715," After, the man holds the rope on his left hand and skip while turning the rope."
v_kAmDOTsp5cs,2216,613,4715," Next, the man alternate skipping rope and flip the rope side to side on front."
v_kAmDOTsp5cs,2853,919,4715," Also, the man jump rope criss cross and jumps rope double."
v_kAmDOTsp5cs,3796,518,4715, Then the man jumps rope doing squatting jumps and jump lunges.
v_KanNWuKvkxs,0,722,3798,A woman talks and shows a little bottle.
v_KanNWuKvkxs,722,3078,3798," Then, the woman put on her eyes white contact lenses and continues explaining."
v_dm5WXFiQZUQ,0,153,3832,A motorcyclist is in the bed and is woken up by an alarm clock.
v_dm5WXFiQZUQ,153,249,3832, The motorcyclist gets out of bed and prepares to leave by bathing using the bathroom and reading the newspaper.
v_dm5WXFiQZUQ,402,881,3832, He rides the motorcycle down the hall and into the elevator.
v_dm5WXFiQZUQ,1284,2338,3832,He exits the building and rides the motorcycle into a casino where he performs several tricks as people watch.
v_dm5WXFiQZUQ,3622,210,3832, He exits the casino and the closing credits show up on the screen.
v_dm5ZnhOeBBQ,0,20270,106633,A woman is standing next to a vacuum.
v_dm5ZnhOeBBQ,20270,9070,106633, She dumps something onto the floor.
v_dm5ZnhOeBBQ,30950,30940,106633, She takes the vacuum and vacuums up the mess.
v_dm5ZnhOeBBQ,62960,43749,106633, She takes the hose off the vacuum and starts using that on the floor.
v_DmaPpBMsuXg,3,277,769,A person is seen standing in the middle of a gym holding a tennis racket.
v_DmaPpBMsuXg,258,281,769, The person then begins hitting a birdie across the gym.
v_DmaPpBMsuXg,450,292,769, The person continuously hits the object back and fourth while looking to the camera.
v_dmiLuqRB09U,0,1704,1714,A woman is sitting on a chair.
v_dmiLuqRB09U,76,1628,1714, She gets a dermal piercing in her cheek.
v_dmiLuqRB09U,1653,51,1714, The girl shows the piercing and smiles.
v_DmTI8y6Anvo,0,578,1120,A basketball player is seen jumping under a basketball ball net and shooting a ball continuously at the net.
v_DmTI8y6Anvo,555,566,1120, She continues shooting and the video ends with various text across the screen.
v_DMUFb7gvUx4,0,544,5440,Men travel in a plane and arrives to the top of a mountain.
v_DMUFb7gvUx4,544,1414,5440," Then, men get down the plane and ski down the hill."
v_DMUFb7gvUx4,1959,435,5440, A person ski behind  a man down the slope of the mountain.
v_DMUFb7gvUx4,2421,81,5440, A snow removal clear the snow of the road.
v_DMUFb7gvUx4,2503,1469,5440," After, the men ski down the hill in middle of the trees."
v_DMUFb7gvUx4,3972,1469,5440, The men ski in a wood area that is uneven.
v_DMw9Cb_Xy2A,0,116,2907,A man shoots an arrow with his bow.
v_DMw9Cb_Xy2A,131,247,2907, He grabs another arrow and shoots again.
v_DMw9Cb_Xy2A,393,160,2907," Once more, he shoots an arrow."
v_DMw9Cb_Xy2A,568,160,2907, He finds another arrow and shoots.
v_DMw9Cb_Xy2A,742,233,2907, He takes another shot of an arrow.
v_DMw9Cb_Xy2A,990,320,2907, Another arrow is grabbed and he shoots.
v_DMw9Cb_Xy2A,1325,160,2907, He takes another one and shoots it.
v_DMw9Cb_Xy2A,1514,131,2907, He grabs another arrow from his waist and shoots again.
v_DMw9Cb_Xy2A,1660,218,2907, He shoots an arrow once more.
v_DMw9Cb_Xy2A,1893,72,2907, He grabs a final arrow and shoots.
v_DMw9Cb_Xy2A,1995,917,2907, A person walks towards the hay where the arrows have been shot.
v_dN9ZPc7NMVQ,0,13220,31456,A woman and young boy are shown smiling and washing their hands in the sink when the woman begins washing his face.
v_dN9ZPc7NMVQ,13380,18110,31456, The boy smiles with the woman washing his face and the woman dries his face off with a paper towel.
v_dnJJWt0SBTc,0,817,5272,People are standing in a line holding swords.
v_dnJJWt0SBTc,1924,553,5272, A man in a white jacket is talking into a microphone.
v_dnJJWt0SBTc,3690,843,5272, Another older gentlemen is talking into a microphone.
v_dNUZyM1gF1E,0,991,988,"Two teen boys are standing at a school playing rock, paper & scissors and are surrounded by a large group of teens who are watching."
v_dNUZyM1gF1E,678,213,988, A woman walks towards them to look at what they're doing then walks back out of the circle.
v_dNUZyM1gF1E,891,99,988, A man then walks to the boys and stops them by putting his hands on each boy and walking them off.
v_doAvtD_jgiY,0,1096,1134,We see a girl in gold doing a baton routine.
v_doAvtD_jgiY,45,50,1134, The girl does a flip.
v_doAvtD_jgiY,147,147,1134, the girls spins repeatedly and catches her baton.
v_doAvtD_jgiY,732,204,1134, The girl spins and two batons roll in and she grabs each.
v_doAvtD_jgiY,914,221,1134," The girl spins, catches her baton and poses for her finish as the crowd claps."
v_DOfpOkDHe_8,0,12310,111935,A girl is standing in her home with her hands behind her back and her legs shoulder width apart.
v_DOfpOkDHe_8,12310,88440,111935," The girl then firmly drops her hands to her side, brings her feet together and does a bow and continues to do a routine of various karate moves."
v_DOfpOkDHe_8,100750,8959,111935," The girl ends her routing a little further from the point she started and firmly drops her hands to her side and does a little bow, then opens her legs shoulder length apart and goes back into the same position as she was in when she started."
v_DOfpOkDHe_8,109710,2230,111935, After she is done holding the position for a while the girl relaxes and then walks away.
v_dojDT4CtenU,0,125,1922,"A group of athletes are shown standing on a mound, while one throws a ball to another player."
v_dojDT4CtenU,134,798,1922, The batter hits the ball into the stands and the moment is recaptured in 3-d.
v_dojDT4CtenU,991,461,1922, A reporter comments how amazing the hit was and replays it from various angles.
v_dojDT4CtenU,1462,461,1922, The player is interviewed by a reporter and once again has his moment shown on tv.
v_doNSg6PuKDM,0,1166,1437,A child shovels the snow in a yard and throws it into the driveway.
v_doNSg6PuKDM,1173,43,1437, The girl drops her shovel and shovel in the snow.
v_doNSg6PuKDM,1224,216,1437, The child walks over to her family in the yard.
v_DOONG5zq1Yg,0,80,363,A woman is seen kneeling down on a yoga mat while bending forward.
v_DOONG5zq1Yg,62,303,363, The woman then moves her leg out in front of her and bends down further creating a stretch.
v_dot-t-Nen_k,22350,19689,106475,A man is standing in front of a net.
v_dot-t-Nen_k,46300,4260,106475, A man is standing in front of a wood fence.
v_dot-t-Nen_k,59610,46830,106475, Men are playing lacrosse on a field.
v_DozJpP2cClI,0,49250,118641,Two people are playing badminton as someone records them with a video camera.
v_DozJpP2cClI,21360,27890,118641, A guy hurts himself as the other people watching him laugh at him.
v_DozJpP2cClI,49250,69430,118641, The people that were playing badminton go over and talk to other people that are sitting in lawn chairs.
v_DozJpP2cClI,71210,7710,118641, The boy goes into the house as the people continue to laugh.
v_do_AQlxV9SI,0,375,2207,A large man is doing behind the neck shoulder presses.
v_do_AQlxV9SI,364,398,2207, He is holding his breath doing them and then he stands up and starts to walk.
v_do_AQlxV9SI,751,552,2207, He gets back on the bench and does a few more pf the shoulder presses again.
v_do_AQlxV9SI,1315,884,2207," Then, he goes outside and practices spinning and throwing."
v_dPdeb0SgIw8,0,863,5756,A TV reporter is talking while shows a screen of a person playing hockey on ice.
v_dPdeb0SgIw8,863,4894,5756," Then, the reporters talk and comment each other, while one of the man is on front a laptop."
v_DpI9JtaMtec,0,604,4165,Sandwiches are displayed in a slideshow.
v_DpI9JtaMtec,625,2208,4165," A person spreads mustard sauce on slices of bread, then the person put on top Swiss cheese, jam , sauerkraut and a slice of bread on top."
v_DpI9JtaMtec,2833,1208,4165," After, the person spreads butter on the sandwiches and put them on a hot surface, then the person cuts the sandwiches in half."
v_DpoIgaZ1m_U,0,6479,6477,Two men spar in a karate practice match inside a gym studio.
v_DpoIgaZ1m_U,712,291,6477, The instructor trips the student after catching the punches.
v_DpoIgaZ1m_U,3304,972,6477, The instructor does a sliding kick on the student.
v_DpoIgaZ1m_U,4340,1781,6477, The instructor catches the kicks of the student.
v_DPsa28MmdoI,0,267,5951,"The words ""The Shotover River In Flood"" appear on screen."
v_DPsa28MmdoI,297,5508,5951, First person video shows a raft full of people heading down and extremely rough river in-between rocky cliffs.
v_DPsa28MmdoI,5806,148,5951," The words ""Big thanks to River Guide J-Rod"" appear on screen."
v_dpU5CcFqAPU,0,2053,2932,Players are pulling the rope in a tug of war match.
v_dpU5CcFqAPU,0,337,2932, A man squats on the floor and rises.
v_dpU5CcFqAPU,1466,73,2932, Guys pulling the left side of the rope falls to the ground.
v_dpU5CcFqAPU,2068,703,2932," The guys let go of the rope, get off the lawn, and hug in celebration."
v_dpUDMvzlwmI,0,3353,3350,"A large group of people are seen playing a soccer match on a large, sandy beach."
v_dpUDMvzlwmI,234,2883,3350, Many people watch on the sidelines as the kids pass the ball back and fourth to one another.
v_dpUDMvzlwmI,1760,1592,3350, The game continues on as the kids move up and down the field and attempt several goals that end up missed.
v_DPw74KWZzGY,0,897,1922,Two people are seen sitting in front of cameras playing instruments while the camera zooms in.
v_DPw74KWZzGY,907,1022,1922," The man then sings to the camera while playing his instrument and speaks to the camera, ending with the two playing again."
v_DqHWMWY-r1o,0,1204,2038," A person throw a heavy in an stadium full of people, then people measure where the ball landed."
v_DqHWMWY-r1o,1214,612,2038," Then, the man walks while reporters and cameramen follow him on the field."
v_DqHWMWY-r1o,1827,214,2038," After, the man puts on a long sleeve shirt while a cameraman film him."
v_-x1twrM_ABM,0,811,5232,"A man is in a room, pointing and talking about tiles."
v_-x1twrM_ABM,916,3821,5232, He is placing the tiles into the wall one at a time.
v_-x1twrM_ABM,4868,366,5232," The man completes the construction, then turns off the camera."
v_-X7fBYN5fBc,0,126,764,"Men are standing against the fence, the gates are up and a rider is waiting to start."
v_-X7fBYN5fBc,126,103,764, Once the gate opens a little cow comes running out and the horse chases after.
v_-X7fBYN5fBc,229,214,764, The rider throws a rope at the cow trying to catch it and then jumps off the horse.
v_-X7fBYN5fBc,443,321,764, After he jumps off the horse he starts to pin the cow down and tie the rope around its legs very roughly.
v_-XCESzrIWXA,435,4686,5119,People are playing soccer in an indoor soccer arena.
v_-XCESzrIWXA,2253,51,5119, Two of the men hug on the court.
v_-XCESzrIWXA,4558,102,5119, A person kicks a ball into the goal.
v_-Xl95IW5H_s,10690,5350,178207,This is a tutorial on how to start a campfire.
v_-Xl95IW5H_s,16040,6240,178207, It shows the campfire burning on the ground.
v_-Xl95IW5H_s,22280,5340,178207, It starts with the things you will need to begin with.
v_-Xl95IW5H_s,27620,5349,178207, A designated place and some rocks arranged in a circle to create a pit.
v_-Xl95IW5H_s,32970,37420,178207, Some crumpled newspaper and a lighter along with a bucket of water.
v_-Xl95IW5H_s,70390,11590,178207, A man begins demonstrating how to place the newspaper and twigs on top of that.
v_-Xl95IW5H_s,81980,11579,178207, He then creates a pyramid shaped structure.
v_-Xl95IW5H_s,93560,23170,178207, He takes his lighter and lights the newspaper in several places to start the fire.
v_-Xl95IW5H_s,116730,22279,178207, The bonfire starts burning and continues to burn.
v_-Xl95IW5H_s,139010,890,178207, He adds a few more twigs to keep the flames burning.
v_-xQvJmC2jhk,185,228,2848,"Two women in a child are shown in a canoe while a man pulls the canoe while standing in the water, with other individuals visible in the background."
v_-xQvJmC2jhk,413,1082,2848, The child and a different man sit in a canoe while the man paddles.
v_-xQvJmC2jhk,1225,270,2848, The camera pans to show the first man in the foreground.
v_-xQvJmC2jhk,1467,512,2848, The child and the first man are in a canoe while the first man paddles.
v_-xQvJmC2jhk,1994,855,2848, A series of still images of the various people shown during the video are shown.
v_-y5p8UMdM20,0,1437,4226,Several shots are shown of signs and building as well as pictures of divers.
v_-y5p8UMdM20,867,2220,4226, Many people are seen speaking to the camera while taking turns diving off a board.
v_-y5p8UMdM20,2706,1458,4226, More clips are shown of people diving and waving to the camera as well as speaking to one another and holding up a score.
v_-y8LMGQt8uI,0,4860,6112,A group of people are seen going up and down snowy mountains on skis and in ski cars.
v_-y8LMGQt8uI,5379,733,6112, A view is then seen of the snowy mountains with a bridge in front.
v_-YjGbsbDoxs,340,3483,4869,"A lady named Linda, creator of Paint Along is demonstrating how to do an acrylic painting."
v_-YjGbsbDoxs,560,3264,4869, She starts with a one inch flat brush and yellow and white acrylic paint.
v_-YjGbsbDoxs,1120,2703,4869, She makes X patterns across the canvas with the yellow color.
v_-YjGbsbDoxs,1315,2508,4869, She continues the same pattern on the top part of the canvas.
v_-YjGbsbDoxs,1826,1997,4869, Then she draws straight lines across the canvas with an orange color.
v_-YjGbsbDoxs,3264,560,4869, She then takes a liner brush to do some finer detailing on the painting such as branches of a tree.
v_-YjGbsbDoxs,3702,974,4869, She takes a flatter brush to demonstrate a dabbing technique with excess paint to show flower petals.
v_-YjGbsbDoxs,4603,73,4869, She ends the video with the abstract painting technique.
v_-YMpwZkNc2A,0,1341,4875,A man walks into frame and speaks to the camera while holding a razor and razor heads in his hands.
v_-YMpwZkNc2A,1292,2487,4875, A scene appears over the man's video and he is seen rubbing cream on his face and shaving off the hair.
v_-YMpwZkNc2A,3780,1097,4875, He leaves a bit of hair on his chin and is seen again speaking to the camera and walks away.
v_-yn3D1fOfr0,0,459,2416,A woman in a black shirt is talking in front of a Christmas tree.
v_-yn3D1fOfr0,484,1149,2416, She begins putting decorations on the Christmas tree.
v_-yn3D1fOfr0,1633,205,2416, She places a gold bow on the top of the tree.
v_-yn3D1fOfr0,2346,36,2416, Three women are talking in front of the tree.
v_-yOwB5rvMAo,0,248,2158,A blonde woman stands by a bridge yelling.
v_-yOwB5rvMAo,259,291,2158, A brunette extends  purple and red yarn to the woman.
v_-yOwB5rvMAo,550,583,2158, The woman is hallucinating this and is then doing an interview.
v_-yOwB5rvMAo,1177,345,2158, A group of people in a classroom cheerfully knit away and play with yarn.
v_-yOwB5rvMAo,1544,129,2158," The blonde woman hallucinates seeing the woman who gave her the yarn, and starts laughing hysterically."
v_-yOwB5rvMAo,1695,43,2158, The group cheerfully displays their yarn.
v_-ypKYhjrlXw,0,1116,6376,A medical worker is sitting at a table with a woman and talking to the camera.
v_-ypKYhjrlXw,1116,1116,6376, He moves a can and touches two other cans.
v_-ypKYhjrlXw,1530,701,6376,  He picks up a can and sprays it on the woman's arm and rubs it.
v_-ypKYhjrlXw,2232,606,6376,  He picks up another can and talks about it then sprays her arm again and rubs the cream in.
v_-ypKYhjrlXw,2838,478,6376,  He picks up a third container and puts it on her arm and rubs it in as well.
v_-ypKYhjrlXw,3316,1212,6376,  He picks up a fourth tube and puts the cream on her hand and rubs it in.
v_-ypKYhjrlXw,4529,892,6376, He does this again with a fifth cream.
v_-ypKYhjrlXw,5422,956,6376," He then takes a compact of brown powder, presents it to the camera and puts it back down."
v_-YPp9kc3XDs,0,22610,167445,man is sitting in a living room talking to the camera.
v_-YPp9kc3XDs,23440,144010,167445, man starts playing the flute and keep talknig.
v_-YreL-4QCLg,0,68,1247,The credits of the clip are shown.
v_-YreL-4QCLg,87,425,1247, A guy holds a lacrosse stick and instructs.
v_-YreL-4QCLg,531,706,1247, A guy moves a ball with the lacrosse stick.
v_-YreL-4QCLg,994,112,1247, A guy tosses a ball into a goal.
v_-ySxFjhhK4Y,0,152370,152324,We see a man preparing and throwing shotput.
v_-ySxFjhhK4Y,8380,3049,152324, We see a man running to measure the distance.
v_-ySxFjhhK4Y,73900,3809,152324, We see a man standing and measure.
v_-ySxFjhhK4Y,85330,3040,152324, We see people in the crowd cheering.
v_-ySxFjhhK4Y,143990,3810,152324, We see the people in the bleachers again.
v_-ySxFjhhK4Y,149320,3050,152324, We zoom in as the player walks away.
v_-YVhOi8vt_Q,0,124,645,A person places down a rubik's cube on a folder.
v_-YVhOi8vt_Q,167,490,645,  The puzzle is then solved in 11 seconds.
v_-z0ZvJD9gY4,1110,66850,110456,A young man is seen spraying down a dog with water in the middle of an alleyway while the dog moves away from the water.
v_-z0ZvJD9gY4,40330,68520,110456, The person continues spraying the dog with the hose and standing waiting for the dog.
v_-zfOvigQLdA,0,567,606,There's a lady swimmer diving into an indoor pool from a tall diving board while a small group of people are watching her perform.
v_-zfOvigQLdA,15,249,606, The diver stands in one position first to adjust her stance and then gradually steps forward on the diving board.
v_-zfOvigQLdA,254,69,606, She jumps up high and twists her body as she makes the jump.
v_-zfOvigQLdA,315,261,606, She ends up hurting herself on the back as she misjudges the distance from the diving board as she falls into the pool.
v_-zHX3Gdx6I4,0,278,1505,A boy is running down a track.
v_-zHX3Gdx6I4,293,112,1505, The boy lifts his body above the height of a pole.
v_-zHX3Gdx6I4,429,67,1505, The boy lands on his back on to a red mat.
v_-zHX3Gdx6I4,549,82,1505, The boy gets up from the mat.
v_-zHX3Gdx6I4,662,203,1505, The boy celebrates by clapping and flexing both arms.
v_-zHX3Gdx6I4,391,1114,1505, A man stands and observes.
v_-zp0Sban5Wk,0,838,5589,A woman is standing in her kitchen in front of a counter.
v_-zp0Sban5Wk,1146,1090,5589," She shows a plate of food, and several ingredients."
v_-zp0Sban5Wk,2320,1761,5589," She boils pasta in a pot, draining it."
v_-zp0Sban5Wk,4193,782,5589," She then mixes cheese, orzo, and vegetables, creating an orzo pasta salad."
v_-zp0Sban5Wk,5088,503,5589, She takes a bite of the food.
v_0-auIBOTx9E,0,568,4542,"A skinny man,is talking on the phone bowling and knocks down all the bowling pins."
v_0-auIBOTx9E,590,1931,4542,"Next,he has to go through several obstacles to roll the ball down and he ends up making it anyways."
v_0-auIBOTx9E,2545,1999,4542,"Some of them include,bowling with pins in the lane,standing from behind a chart,and even doing it with his eyes covered."
v_0-CYG7bH54A,0,644,3144,"An intro leads into several shots of various ingredients laid out on a wooden board, followed by a set of hands cutting up certain ingredients."
v_0-CYG7bH54A,660,519,3144, A person then grades some cheese into a bowl and breaks open the pasta.
v_0-CYG7bH54A,1164,1384,3144, They put the pasta into a bowl as well as fry the shrimp and puts all the ingredients into one pan together.
v_0-CYG7bH54A,2563,582,3144, The person then serves the food onto a plate and text appears across the screen.
v_Wzpyu5NEqZ4,1001,637,6068,Men are playing wall ball in a room against each other.
v_Wzpyu5NEqZ4,1699,333,6068, A man in a red shirt and glasses is talking.
v_Wzpyu5NEqZ4,2276,819,6068, A man in a black shirt talks to a man in a red shirt.
v_Wzpyu5NEqZ4,3277,151,6068, Papers are being shown on the screen.
v_Wzpyu5NEqZ4,3672,515,6068, The man continues to talk to the microphone.
v_Wzpyu5NEqZ4,5037,273,6068, A man in a black shirt is talking.
v_Wzpyu5NEqZ4,5401,30,6068, The men are playing more wall ball.
v_wZZUcxhISyE,27,157,1849,A woman is sitting in a booth.
v_wZZUcxhISyE,240,925,1849, Her little girl shoves a vanilla ice cream cone in her face and laughs.
v_wZZUcxhISyE,1212,638,1849," The girl continues doing it, and the woman has to wipes her mouth and nose several times."
v_wz_kM0oBW5g,0,25530,72734,We see a shuffle curling court.
v_wz_kM0oBW5g,0,5470,72734, Arrows point to stones on the court.
v_wz_kM0oBW5g,4380,9840,72734, A lady walks off and returns.
v_wz_kM0oBW5g,12030,5110,72734, Arrows appear to point to the stones.
v_wz_kM0oBW5g,25530,13129,72734,"  We see two ladies, a different lady, then others."
v_wz_kM0oBW5g,38290,20060,72734, We see a team of player throw the stones.
v_wz_kM0oBW5g,58710,1829,72734, We see the crowd clap.
v_wz_kM0oBW5g,71110,1820,72734, We see the score appear on the screen.
v_W_5Mx-mfNmU,248,169,2610,A couple wheels a small wagon and cooler in a park area.
v_W_5Mx-mfNmU,535,470,2610, Sticks are collected then a ring of stones is construct with the sticks stacked together with twigs inside.
v_W_5Mx-mfNmU,1019,457,2610, The bundle of woods is lit on fire and more sticks are added to keep it going.
v_W_5Mx-mfNmU,1593,143,2610, The man sits down in a lawn chair and enjoys the day.
v_W_5Mx-mfNmU,1737,222,2610, The man screws a nozzle onto a propane tank and fuels the fire with it.
v_W_5Mx-mfNmU,1998,287,2610, The fire is put out with a bucket of water and covered in earth.
v_W_iKlOPSDos,0,295,2363,We see a series of title screens.
v_W_iKlOPSDos,307,1727,2363, We see a speedboat speeding through a lake and a man jet skiing behind it.
v_W_iKlOPSDos,1171,83,2363, The screen flashes black and we see more jet skiing.
v_W_iKlOPSDos,2059,307,2363, We see the ending title screen.
v_W_LjBXWG7wI,0,567,2987,Several shots of beaches are shown and leads into women in bikinis playing a game of volley ball.
v_W_LjBXWG7wI,582,1314,2987, The girls continue playing then sit on the sides and touch each other's legs.
v_W_LjBXWG7wI,1882,1105,2987, They then put lotion all over their legs and begins shaving their legs and holding the ball laughing in the end.
v_w_OiqLfRJHI,0,760,4902,Two men are kneeling down holding paintball guns.
v_w_OiqLfRJHI,1422,2059,4902, They are walking down the street holding their paintball guns.
v_w_OiqLfRJHI,1422,2304,4902, They begin to play a game of paintballing.
v_w_PJ9N8CMo8,0,676,676,A man washes his face in front of a mirror.
v_w_PJ9N8CMo8,40,81,676, He laughs at the camera.
v_w_PJ9N8CMo8,138,314,676, He rubs his face some more.
v_w_PJ9N8CMo8,507,169,676, He bends into the sink to rinse it.
v_W_scepAxfPA,0,4650,12369,Two swimmers stand bow forward on a high dive platform.
v_W_scepAxfPA,4650,7750,12369, The divers dive from the platform into the water.
v_w_wIOJrztdU,87,1558,3500,The video leads into several shots of people standing on a beach as well as playing in the sand.
v_w_wIOJrztdU,1488,2013,3500, Several more pictures are shown of people moving along the beach as well as helping others and shots of the scenery.
v_w_X7cLnFCYw,0,172,3145,An introduction comes onto the screen about a video showing how to triple jump.
v_w_X7cLnFCYw,172,314,3145, A guy is shown running down a track making a jump.
v_w_X7cLnFCYw,487,2170,3145, The jump is shown again in slow motion for better understanding.
v_w_X7cLnFCYw,2658,487,3145, The guy is then shown exiting the track.
v_x--RoqrwiLI,247,3056,3302,A man in a large green field practices over seven hammer throws in the field with a measuring tape in front of him stretched along the ground.
v_x--RoqrwiLI,264,462,3302,  A bare chested man in black track pants spins a hammer throw around and around until he releases into a field in front of him.
v_x--RoqrwiLI,759,2081,3302,  The man then goes on to perform at least six more hammer throws in the same way in the same location.
v_x-WGuz3_2Fc,0,1096,2608,A man is seen speaking to the camera while peeling potatoes and looking to the camera.
v_x-WGuz3_2Fc,783,1801,2608, The camera pans around the man continuously as he continues to peel the potatoes and speak.
v_X-xQLFHZIOU,0,1916,4164,a lot of people are sitting on stands on a bullring.
v_X-xQLFHZIOU,1895,2270,4164, bullfighters are holding red cloth nad running to a bull.
v_x03YF3JbWjs,154,4992,5145,A woman gives a hair tutorial.
v_x03YF3JbWjs,772,2367,5145,  The woman ties her hair and prepares it so that it looks better.
v_x06fLYM58wM,0,51490,143138,A female ballet dancer is in a studio room by herself wearing a purple leotard with a skirt attached to it.
v_x06fLYM58wM,51490,64370,143138,She begins gracefully dancing throughout the room doing a series of turns and kicks all while on the tip of her toes.
v_x06fLYM58wM,115140,27899,143138,"Finally,she begins doing a series of tiny backward steps and finishes in the position she started in."
v_x08PpU3uQ6Y,35,462,3559,"The woman in white shirt is standing, then kneel down next to a big plastic bag on the ground."
v_x08PpU3uQ6Y,552,2030,3559," She opened the bag, put the content of the bag in the uneven hole on the ground, and flatten it using her gloved hand."
v_x08PpU3uQ6Y,1317,890,3559, She looked at the camera and talked while she's kneeling next to the plastic bags.
v_x08PpU3uQ6Y,1709,1549,3559," She put another bag on the ground, flatten them using her hand until the area is covered."
v_x08PpU3uQ6Y,3134,427,3559," She walks forward, bend sideward to flatten some more dirt."
v_X095EDl0-eU,0,1614,1777,We see two men fencing in a stadium.
v_X095EDl0-eU,349,44,1777, A man throws his arms in the air.
v_X095EDl0-eU,681,116,1777, The left man falls to the ground.
v_X095EDl0-eU,1031,44,1777, The left man throws his hand in the air.
v_X095EDl0-eU,1632,161,1777, We see the ending title screen.
v_x0cSfzhQRAs,140,28050,28881,A man walks across a rope suspended between two mountains high in the air using his arms for balance.
v_x0cSfzhQRAs,870,18209,28881,"   A man walks across a suspended rope high in the air, losing balance at one point and holding on to the rope with his hands and feet wrapped around the rope."
v_x0cSfzhQRAs,19800,8390,28881,  The man then is able to hoist himself back enough on the rope to sit on it with the rope between his legs.
v_x0HMqVvqHJE,0,5506,5502,"Many females, some in blue shirts and some in white shirts, run around on a field playing a game."
v_x0HMqVvqHJE,192,4405,5502, A few people watch from the bleachers in the background.
v_x0HMqVvqHJE,220,4900,5502, Two referees runs about and down the field with the players.
v_x0HMqVvqHJE,1128,4377,5502, Other players watch from the sideline near a fence.
v_x0HMqVvqHJE,2450,3001,5502, A group of people keeping score sit at a table on the sideline.
v_x0HMqVvqHJE,4570,798,5502, Some of the people watching from the bleachers are standing now.
v_x0HMqVvqHJE,4708,550,5502, A man in a blue sweatshirt walks on the sideline.
v_X0IXZMr95TM,0,147,2947,A clear bottle pours a drink into a cocktail glass.
v_X0IXZMr95TM,663,295,2947, A bartender picks up a stainless steel cup and scoops ice into it.
v_X0IXZMr95TM,988,546,2947, The bartender pours liquors into a shot glass and dumps them into a cup.
v_X0IXZMr95TM,1726,427,2947, The bartender caps the cup and shakes vigorously.
v_X0IXZMr95TM,2153,442,2947, The contents of the mixing cup are poured into a martini glass.
v_x0TiekqVMj0,0,122650,221029,A woman is seen performing a belly dancing routine in a dark room with one single line shown on her.
v_x0TiekqVMj0,81760,139230,221029, She continues dancing around the room and ends by the room going dark as she spins.
v_x0tjkH_zfXA,0,412,1349,Two boys are raking leaves in a yard using large green and red rakes.
v_x0tjkH_zfXA,425,763,1349," A dog continuously runs through the leaves, messing them up."
v_x0tjkH_zfXA,1188,162,1349, The boys laugh and keep trying to rake the leaves.
v_X1bmeq4u6YE,0,141,2569,A video shows how to make curry toast.
v_X1bmeq4u6YE,154,77,2569, The curry is in a pan and the bread and butter are on a tray.
v_X1bmeq4u6YE,372,1645,2569," The man applies the butter, then the curry to the bread before toasting it."
v_X1bmeq4u6YE,2134,437,2569, A cartoon charicature of a stick person dances at the end.
v_X1E7i3ocxKY,0,641,5127,A tattoo parlor is shown from the outside then inside.
v_X1E7i3ocxKY,820,3052,5127, An array of tattoo choices are shown on a wall.
v_X1E7i3ocxKY,4180,948,5127, An artist is shown drawing and coloring in tattoos on a piece of paper.
v_X1lLinc_yvo,0,1160,4835,woman is standing in a kitchen in front of a camera and showing ingredients on top of table.
v_X1lLinc_yvo,1160,3676,4835, woman is pouring the ingredients inside a kitchen aid and mixing them and explaining to the camera how to do the paste.
v_x1Mb7cN8WgU,0,1470,2334,A person is hammering nails into a roof.
v_x1Mb7cN8WgU,1494,840,2334, She slide tiles onto the roof and nail them into place.
v_X1pGJqP89Nk,0,210360,212461,Women sit outside in small chairs and hand wash clothes in plastic tubs.
v_X1pGJqP89Nk,51000,132800,212461, The lady scrubs a garment on a wooden board.
v_X1pGJqP89Nk,198670,13820,212461, The lady rings out the water from a garment then tosses it aside when done washing it.
v_X1vyuNazaIc,0,223,402,Two children in pajamas hang Christmas ornaments  from a tree.
v_X1vyuNazaIc,229,173,402, A fake bat bursts out of the Christmas tree and scares the children.
v_X1WExPnfJjE,0,244,418,A young girl is seen sitting in front of the camera running a brush down her long hair.
v_X1WExPnfJjE,238,180,418, She suddenly jumps and screams towards the camera while smiling and setting the brush down.
v_lPYV3qFuXOI,0,200,3636,The video's title and credits are shown.
v_lPYV3qFuXOI,200,127,3636, A man rides a bicycle down a path with cars in the background.
v_lPYV3qFuXOI,345,2746,3636, The man disassembles and repairs the bicycle.
v_lPYV3qFuXOI,3110,181,3636, The man rides the bicycle down a stone paved path.
v_lPYV3qFuXOI,3310,109,3636, The man rides the bicycle down a road alongside parked cars.
v_lpZytCK-g1M,360,66910,72281,"A young boy kneels outside and washes his face and hands from small dishes, in front of him, filled with water and soap."
v_lpZytCK-g1M,2890,9410,72281,  A boy kneels in a corner of an outdoor patio in front of a row of bowls.
v_lpZytCK-g1M,11210,23869,72281,  The boy splashes water on his face and lathers his hands with soapy water from the dishes.
v_lpZytCK-g1M,46650,25320,72281,  The boy continues washing his face as a woman in a light colored dress garment walks past him.
v_lp_Rwbp8S1k,0,5109,5107,A man in a black coat is shoveling snow with a shovel.
